Ticket,Problem,Solution
,Gtechna - Enable or Disable Parking Considerations site,"Description:  Disable & Enable Parking Considerations site - https://brampton.gtechna.net/parkingconsideration/visitorpass/index.xhtml for specific situations
 
Resolution:  Utilize the module available on Command center to disable/enable Online Parking considerations.

Steps below:
 
1.    Open Command center: https://brampton.gtechna.net/officercc/security/login.jsp?notLoggedIn=true
2.    Log in using AD credentials
3.    Click on �Portal Management� menu
4.    Disable & Enable options available here
5.    Add the message that should populate on the Parking site"
,M5 Password Resets,"Production URL using Chrome browser: https://fltprdvm.brampton.ca/m5web/presentation/common/CSILogon.aspx?m5site=m5prd

1.       1.  Log into the application.



1.       2.  Frame required to activate account is �Application User Maintenance�.  If it isn�t already added to the homepage, click on the Menu Search next to the AssetWorks, click Application User Maintenance, click the �+� sign next to the Favorites.

2.       3.  Username mirrors Network username and is tied to Active directory for passwords.



1.       4.  See below capture for unlocking the account



*   The user will need to submit a new RFA if there is a date in the Account Expiration Date
**  Number of Login Failures and last Login Information"
,Accela - How to Re-open a Task,"      Search for the record

      Click Workflow

      Click Supervisor



      It will take you to a page which lists all tasks relevant to the applications. Red font will show you which task you are currently in process. 

Select the task you would like to reopen.  When you click the task, it opens up information on the right side and bolds the task selected. 

Change Task Complete - Yes.

Change Task Active - Yes.

Click Submit.
"
,MyTime - Can a delegated manager delegate approval to someone else?,"Re-delegation is possible in MyTime, however, it is recommended that managers do not use this functionality. Once a re-delegation is enabled, the original manager does not have visibility of approval requests and/or their statuses."
,Privileged Access (Installer) for Windows 10,"We are reviewing the �Installer permissions� as users move to the Windows 10 operating system � no users will have these permissions by default (ie:  they are not carried over from their W7 permissions).   Please note that we are calling it �Privileged Access�, and not Installer rights, as the granting of this role gives much more computer and network access than simply allowing users to install software.  To attempt   to curb the proliferation of malware and viruses, only users who require this access to perform their day to day job will be granted these permissions.    
 
 Our procedure for handling these requests is below:

�       If you receive a request to obtain installer rights (new request, or �I had it before in Windows 7�), please advise the users of our model for privileged access.  Here is some wording:

o   �For an increased security posture, we have moved to a least privileged model.  This allows IT to ensure that only approved and tested software is permitted to be installed on the COB hardware, and also reduces the likelihood of malicious software compromising and proliferating throughout the City of Brampton IT systems.  With the recent events of Municipal compromises and data breaches, as well as the Audit, Security and Risk recommendations, we have implemented this model.  The majority of software is distributed to COB computers via the Software Center.  If you require additional software to be installed, updates to software, or device installation, a Service Desk ticket can be submitted, and the Customer Care team will assist.�

�       Let the user know that if they feel that they do require these rights for their job, that they will need to fill out and submit the request form.

�       When you receive back the form, please attach to the Service Request and pass it onto the End User Computing team.

�       If the user is a Technical IT staff member, EUC will grant the rights.

�       If the user is not a Technical IT staff member, EUC will perform an analysis of why they are requesting it, alternatives, etc, and pass onto the Security group if required.
 "
,MyTime - Can I access MyTime in multiple sessions?,"User can be signed-in to MyTime in multiple sessions (windows), concurrently. However, for security reasons and in order to avoid inconsistencies, we encourage you to only have one session open and always sign-off once you are done with your MyTime session."
,Accela - Completing Review Distribution with Previously Entered Comments,"Due to the migration from Plantrak to Accela, it is possible that existing records will appear on the wrong workflow task.
Here, we are considering the case that review comments had been made in Plantrak, but the record is present in Accela with the Review Distribution task.
 
Once the Review Distribution tasks are completed, the �Review Consolidation� task is opened. In this task, you may generate a report from the submitted review comments. In order to ensure this works correctly, the review tasks must be populated with the correct comments."
,TruCredential Reference and FAQs,"Group Policy to open port 8000 in the Windows Firewall was implemented in production Jan. 30, 2018

If there are any new machines that will have TruCredential installed, they will need to be put into the TruCredential_Computers AD group in order to have the port opened for the camera.

Current software version is 7.3.2

Manual install from Q:\Private\MediaStore-X\!ManualInstalls\TruCredential_Datacard.


It is used to create photo ID cards for the following uses:
Brampton Transit Access photo ID cards
Brampton Transit Senior Resident photo ID cards
Brampton Transit Veteran photo ID cards
Brampton Transit Retiree photo ID cards
City of Brampton Employee Pass (purchased via payroll deduction)

It is a very small user base:
approximately 3 PCs (1 at Clark, 1 at Sandalwood and 1 at City Hall, Service Brampton kiosk).
Brampton Transit Administrative staff and Service Brampton kiosk staff are the users of this application
"
,Bluebeam Revu - Installation Instructions,"Bluebeam Revu delivers award-winning PDF creation, editing, markup and collaboration technology for your design and construction workflows Document management and real-time collaboration are built right into Bluebeam Revu. Studio Projects give you a single centralized location to store documents�even entire building projects�in the cloud. And Studio Sessions let project teams review, mark up, modify and update the same files at the same time. "
,New Folder or Library on Team Site,"All libraries and folders on team sites are governed by the records team.

When a new library or folder is needed please assign a task to the BRIMS team.

They will contact the client, assess their needs and create the libraries or folders with proper content types associations for records retention purposes.

Note: If the client is calling in the IT Service Desk to request a new library or folder, please create a new ""Web"" --> Content Request --> Document Library (category) to properly route this to BRIMS."
,Install the new Zebra DS9308 Scanner ,"Here are the steps to install the new Zebra DS9308 scanner for PMSCAN.
 
Connect the scanner to PC
Install the driver from the Q:\Public\CS\EPSON_TM88V_DRIVER\Win10_PerfectMind\Zebra Scanner
Run the setup file
*Restart your computer*
Navigate to Q:\Public\CS\EPSON_TM88V_DRIVER\Win10_PerfectMind\Zebra Scanner
Launch the release-notes-windows-cdc-driver.pdf
Scan the barcode that�s inside the pdf
It will auto configure the driver for you
*Set the Zebra CDC Scanner (COM10) to port#6*
 
If you navigate to Devices Management � COM PORTS, the following will appear:

"
,Schedule an email using Outlook Web Access,"To delay sending an email or to schedule an email in Outlook on the Web, do the following:
Open Outlook.com and sign-in to your account.
Compose an email and go to the Send button.
Click on the small arrow and select Send Later from the dropdown.


Schedule your email for the preferred date and time and click on Send.

Cancel or Reschedule the Scheduled Outlook Email
Furthermore, if you have scheduled your email for a wrong date or time by mistake, you can always change or cancel it easily.

Go to the Drafts, open your wrongly scheduled email, and click on Cancel Send.
Schedule it again at the preferred date and time and click on Send. If you want to cancel the email, click on Discard button.
 
Note:  Delay delivery in Outlook client requires Outlook to be running to send message on schedule, and this is by design. Alternate is to use Outlook Web Access (use Outlook thru web browser), draft the message and select the option Send Later."
,MobiInspect - Accessing 'Pending Submissions',"Process to access �Pending Submissions� section from MobiInspect App

Tapping on �Home� option in the side menu navigates to the landing/home screen. The next four options in the side menu (corresponding to buttons on the landing screen) provide an alternative way to navigate to the same screens as from the home screen buttons.
Clicking on Pending Submissions shows a list of inspection reports that have been submitted by you and are queued up for the submission to Amanda. The Pending Submissions list is in read-only mode and is provided so you can see how many submissions are queued up on the device.
Logout logs you out of the app
"
,Panasonic Toughbook Service Calls," 
If no additional warranty coverage was purchased, you would have a 3 year standard manufacturer�s warranty for all of the products. That warranty protects you against factory defects and is a return to depot arrangement.

The way it works is if you have an issue with any of the units, you can reach to our Support Team at notebooks@ca.panasonic.com or the 1-800-668-8386. After gathering the model and serial # information from you, they issue an SRA and the unit gets picked up and returned to you upon repair at zero cost. There�s no triage or extra steps.

The Support Rep you speak with has the authorization to facilitate the return. If they deem the damage is not covered under warranty they will provide you with an estimate for repairs."
,New Folder or Library on Team Site,"All libraries and folders on team sites are governed by the records team.

When a new library or folder is needed please assign a task to the BRIMS team.

They will contact the client, assess their needs and create the libraries or folders with proper content types associations for records retention purposes.

Note: If the client is calling in the IT Service Desk to request a new library or folder, please create a new ""Web"" --> Content Request --> Document Library (category) to properly route this to BRIMS."
,Gtechna - Android app installation and features access,"Project:  Mobile By-law Enforcement System
Android application - installation
� Make sure your Android device is connected to the Internet.
� In Settings, confirm Security->Unknown sources is enabled.
� Use the Chrome browser to download OfficerAndroid from the following site
o https://brampton.gtechna.net/download
o If asked, enter username: gti password: gti$
� Under the Officer Android folder, click on OfficerAndroid.apk to download
� Long click on officer.bootstrap (if you are using and android device) and �save
link�.
� Install the application on the Android Device. Follow Instructions on screen.
� Under Security options, allow Unknown sources
� In order to allow your device to communicate with the Command Center, the device ID needs to
be registered in CC. Please send us your ID which is located above the �Command Center URL:�
box.
� Communicate the device with the Command Center. (The green button)
� To login
o Training user
� username: 99999
� password:  (leave password empty )
Android features access
Officer Mobile application needs access to the following Android features:
� Take pictures and video
� Access approximate location (network-based)
� Access precise location (GPS and network-based)
� Record audio
� Bluetooth connectivity
� Modify or delete the contents of your SD card
� Read the contents of your SD card"
,Adobe Creative Cloud process,"Nuance Power PDF is still our main PDF application, and if users feel this doesn�t provide the functionality they desire, they still need to submit a ticket requesting Adobe Acrobat Professional, at which point a quote will be given to them.  This software is quite expensive.
 
The installation process for the user is different than other applications deployed within the COB, as the installs themselves will come directly from Adobe, and only an Adobe self serve console will be deployed via SCCM.  I have attached the instructions that the users will be receiving.  Can you please review these instructions so that you are familiar with the process in the event that you receive support calls.
 
A highlight of the process is as follows:

�         User puts in a ticket requesting Adobe product(s)
�         Blair obtains a quote and provides to the User / Manager
�         User / Manager approves and Blair places the order
�         Blair sends the user the instructions for installation
�         Blair assigns the license to the user
�         User creates an AdobeID and accepts the license (done automatically when they log in through the link)
�         User install the Self Service Portal from SCCM
�         User installs the Adobe products they require from the Adobe Creative Cloud Self Service Portal
�         User will call the Service Desk if there are any issues

       The products included with each license are:

Acrobat  
After Effects  
Audition  
Bridge  
Dreamweaver  
Edge  
Fireworks  
Flash  
Illustrator  
InCopy  
InDesign  
Lightroom  
Media Encoder  
Muse  
Photoshop  
Prelude  
Premiere  
SpeedGrade  
Story Plus "
,Co-authoring in Excel,"The workaround for multiple people using excel at the same time is called Co-authoring.

If you want to work on the file at the same time as other people, then make sure everyone uses a version of Excel that supports co-authoring. When you co-author, more than one person can open the file, and you can see each other's changes quickly � in a matter of seconds.

          Right click on the ellipsis (3 dots beside the document)
          Select Advanced
          Ensure the document is checked in
          Select Open in Excel Online
          You do not need to check out the document or save when using Excel Online, as this version will auto save.
 
If you want to edit the document using the desktop version of Excel:

         Right click on the ellipsis (3 dots beside the document)
         Select Advanced
        Check Out (The document will now be in a checked out state (a green down arrow will show on the document icon)
        You may click on the document link or right click on the ellipsis and select Open in Excel
         When edits are complete, you can select Save (do not select Save As � this will create another copy) and check the document back in > right click on the ellipsis > select Advanced > Check In"
,Employee Directory System in WT Lobby,"Requirements for the information to be displayed on this system.
 
1.  Must be in one of two specific OUS within Active Directory:
""OU=Regular,OU=Employees,OU=Users,OU=COB,DC=brampton,DC=ca""
""OU=Temp Pool,OU=Employees,OU=Users,OU=COB,DC=brampton,DC=ca""
 
2.  Address field must NOT be empty
 
3.  Must have 905-874-xxxx in the Telephone field, system only use 5 digit dialing, i.e. 43659
 
All conditions must be meet above in order to be added to this system in the Lobby.
 
These are the conditions that were agreed upon with BDC when this system was installed.
 
This system picks up a file at 6AM Monday to Friday to update this system, as this is hard coded into the display system and not controlled from our side.
 
NOTE: DI&IT is only responsible for providing the file to this system and not responsible for the operation of the system."
,Xplor/PerfectMind - Setting Scanner Com Port in PMScan,"Once in PMscan for the first time, you need to set your Com Port for your Scanner. These should always be set to Com Port 6

Open PMScan Application and login

Click the settings on the right side of the application to expand the tab



Under Barcode Scanner section click on the COM Port field to bring up the dropdown list



Select COM 6
"
,Manage Groups - How do I add/remove users from an email group or shared mailbox?,"The owner of the email group or shared mailbox can add/remove members by using Manage Groups.  See link to instructions below.

To see who the owner of an email group or mailbox is, go to the Outlook Global Address Book, search for EmailGRP_ or MBoxGRP_ name, open the entry, and check the Owner on the General tab"
,Outlook - How do I open a shared mailbox in my Outlook folder list on a Mac?,"1.  In the Tools menu, choose Accounts, and select the account that has access to the mailbox.

2.  Select Delegation and Sharing

3.  Choose Shared With Me tab

4.  Choose + to add a shared or delegated mailbox

Note:  If you have permissions to custom folders in the mailbox but not to the top-level mailbox folder, the custom folders will not appear in the folder list. Only default folders that you have permissions to, such as Inbox, Sent Items, Deleted Items, and Calendar, will appear in the folder list without top-level mailbox folder permissions.

5.  Alternatively, you can also go to File > Open > Shared Mailbox, to open a shared or delegated mailbox.

 "
,Xplor/PerfectMind - The Cash Drawer Won�t Open,"There are a few reasons for a cash drawer to stop working. The user is selecting email receipt instead of print; printer drivers not set up properly; damaged or broken cash drawer.  The following are the resolutions for each scenario:Email is being selected instead of print:
Cash drawers are triggered by the receipt printer in PerfectMind, so please check that you are printing the receipt and not emailing it.
Printer drivers not configured properly
If the receipt is printing, but the drawer is not opening when the print button is selected, then check the receipt printer drivers to ensure they are set up properly. This may happen if your computer has been recently replaced or refreshed.  Please follow the �ReceiptPrinter_CashDrawer_Instructions� document in the Knowledgebase.
 
All troubleshooting steps have been taken but the cash drawer is still not working.
If all troubleshooting steps have been taken to fix the cash drawer, the cash drawer may need to be replaced.  Please submit a ticket to have a new one purchased, and supply the account number."
,Webex stuck at 10% when joining meeting,"Users try to run the �Webex temporary application� extension when joining meetings, it gets stuck at 10%.

Until we resolve this with Webex support, the other two options available are to use the �Join with Browser� or have the Webex desktop app installed.
The difference between these two options is there are limitations when using the �Join with Browser� option.

The Webex Desktop app has been made available to all users. See instructions below for users.

1. Please install the WebEx Meetings bundle from the Software Centre.  Click on the webex invitation link to open as shown in Step 3 and 4 below.

2. Once the installation is completed users can test WebEx meeting below and see if it launches as it should. Note: They must enter their name and email address in the field.

Cisco Webex | Test online meeting
3. Click Always allow webex.com to open and click Open Webex if you receive the following prompt.

4. Confirm that the test meeting launches now.
"
,RBC Express - Report Page is Blank,"Uncheck protected mode in Adobe settings:

Edit > Preferences
Choose ""Security Enhanced"" category and deselect ""Enable Protected Mode"""
,Xplor/PerfectMind - Send Terminal Option is missing from the dropdown at checkout,"The pinppad does not activate at payment screen if the pinpad is not initialized.  You will know it is not initialized if the �Send to Terminal� option is missing from the dropdown at checkout.

Reinitialize pinpad by following these instructions:

Go to �Make a Sale� and select �PinPad Initialization� and find your device in the device list. And then click on the �Initialize� button.


"
,"Firewall Message � Various Applications When launching applications, users may be prompted with a Windows Firewall block message, with the options for Allow access and Cancel.","Validate that the program IS NOT running in the users context (C:\users\<username>\appdata). If this is in the users context, please have the user click Cancel and test their application.
Please report the application and message to the EUC team for analysis and inclusion in the documentation.

If the program is NOT running in the users context (IE, is in Program Files, etc), as per the screenshot above, please do the following:

1. Click Allow access and enter your administrative credentials, and allow the program to launch
2. Click on the Start Menu, then Windows Administrative Tools.
3. Right click on Windows Defender Antivirus with Advanced Security, and click More and then Run as Administrator
4. Enter your administrative credentials to launch the program
5. On the Left Hand side, select �Inbound Rules�

6. Locate and ensure rules were found for your application.

7. From the left hand window, right click on Inbound Rules, and select Export List. Select any location (it will save as a .txt file)
8. Attach the file to the ticket, and create a task to the MDE Endpoint group in ISM.
9. MDE group will review and create a Firewall Rule if required"
,High CPU Usage / Performance Issues,"In order for the team to troubleshoot, we require some information and logs. Please do the following:
1. Browse to C:\ProgramData\Microsoft\Windows Defender\Support
2. Locate the file in the naming format MPLog-<date>/log and take a copy
3. Attach the log to the ticket, and create a task for the MDE Endpoint group to review and analyze
4. In the Task Manager, please take a screenshot of the processes, showing utilization and Power Usage, ie:

5. Include this in the ticket as well"
,Laptop cannot access internet,"Reset user�s password

Check with Security and they can see if it is isolated and how severe the issue is.  Ask them:  can the Service Desk run full scan + Stinger or Malware Bytes + MFA setup, or does laptop need to be reimaged?

Log an Incident ticket and assign a task to the Security & Risk team

 MFA will need to be enrolled either way
 If you are running Malware Bytes, ensure you deactivate the license before doing uninstall
"
,"TLMS - Information is not accurate Information in TLMS is updated nightly from PeopleSoft HCM. If user is referring to their employee information such as Title, Department, Division, compare the Exchange/AD.","Information in TLMS is updated nightly from PeopleSoft HCM. If user is referring to their employee information such as Title, Department, Division, compare the Exchange/AD.

1.       If Exchange/AD and TLMS tallying, refer employee to contact their HR Business Partner.
2.       If Exchange/AD information is different to TLMS, create a ticket and assign to Finance & HR"
,"Cannot �Send as attachment� via email from Adobe in Infor, Crystal, Amanda etc.","Close Outlook and Adobe programs

 Navigate to C:\Program files(x86)\Common files\System\msmapi\1033\

- Delete the msmapi.dll file

- UAC prompt will appear, enter credentials (must be installer rights user)

- Relaunch Outlook and it will start to configure the Outlook MUI which will recreate the msmapi.dll file

- Go back to the application and try sending as attachment again

- Outlook email as attachment menu will appear"
,TLMS - Prompt for Company ID at Login,"This error occurs if the Employee status in Peoplesoft is inactive

OR

LAN login does not match the email address

Assign ticket to Business Systems - Finance & HR team to correct login"
,"311 Mobile Application issues You are having difficulty accessing the 311
Mobile App or the Mobile App is not responding/crashing","Can you access other apps (WhatsApp/YouTube)? It may be an internet connection problem
If you are seeing an error message when submitting web forms; or are unable to search a Service Request; or are unable to open Alerts, please contact the IT Service Desk for assistance"
,Teams Add In is not showing in Outlook,"After installing MS Teams, you need to reboot your machine first.

After logging back in, please open Teams and ensure you are logged in.

After Teams is logged in, please open Outlook and see if the plug in shows.

If it is still not showing, reboot one additional time and then open Teams, then Outlook."
,Amanda Portal - Citizen unable to login Registered citizen but unable to login or Account is locked.,"1. Registered citizen but unable to login:
    -Contact Building dept so they can check and enable the account.

2. Account is locked.
   -Advise citizen that after several attempts, the acct will locked.  Need to wait for 30 mins before it unlock."
,Thin Client - Wyse terminal - Unable to login,"Ensure that there is a network connection; you can check this under Devices.  Left click on the desktop � click System Information � Click on the Devices tab. If you have No Link check the network cable is secured.




"
,PDF - Unable to send a PDF to email,"Right click on any PDF document located on the desktop.
Click �Open with�.
Click �Choose another app�.
Select Adobe Acrobat or Nuance Power PDF.
Place a checkmark in �Always use this app to open .pdf files�.
Adobe Acrobat or Nuance Power PDF will now be the default"
,Xplor/PerfectMind - Unable to log into PMScan,"If a user does not log out of PMScan, and another user attempts to then log in, there could be multiple versions running on the computer.  This could occur if the second user uses the �Switch users� option when the machine is locked. Log all users out of PMScan and then launch the application and log in again.

If the user is getting a password incorrect error, or this does not resolve the issue, log a ticket with the IT Service Desk."
,ISM - Cannot submit items from Shopping Cart in Self Service,"1.    Open the Service Request

2.    Under More->System select Bypass shopping cart to submit

3.    Click Save

4.    Refresh

5.    Check the workflows

�         Click on the Workflow button on the top bar for the Service Request

�         New Service Request Received should run

�         The main workflow may run (the first one on the list with the name of the request offering). If so, you are done.

To start the main workflow:

�         Click on the Workflow button on the top bar for the Service Request

�         Click Re-Run Workflow for the main workflow (the first one on the list with the name of the request offering)  by scrolling right"
,Deleted Emails Recovery,"Recover an item that's no longer in your Deleted Items folder.

 

1.    Make sure you are online and connected to the mail server.

 

2.    In Outlook, go to your email folder list, and then select Deleted Items.

Important: If you don't see the Deleted Items folder, but instead see the Trash folder, your account doesn't support recovering an item that's no longer in your Deleted Items folder.

 

3.    On the Home tab, select Recover Deleted Items from Server.

Select the Deleted Items folder and click Recover Items From Server

Important: If there is no Recover Deleted Items command on the menu, your account doesn't support recovering an item that's no longer in your Deleted Items folder.

 

4.    Select the items that you want to recover, select Restore Selected Items, and then select OK.

Select an item to restore and click OK"
,Harmon.ie - Unable to load Harmon.ie Unable to load Harmon.ie Getting License Disabled Message,"Make sure the user is connected to the corporate network before applying this fix.


Ask user for their PC's IP address.

Copy the Harmon.ie license from your PC at:

""C:\Program Files (x86)\harmon.ie\harmon.ie for SharePoint\HarmonieEnterpriseEdition.lic""
to their PC:

""\\'IP address'\C$\Program Files (x86)\harmon.ie\harmon.ie for SharePoint\""
"
,"Xplor/PerfectMind - issue opening PDF Some users are experiencing issues with a saved or exported pdf file opening to a print window.  Some users are able to cancel and go into the pdf right after but others keep getting this print window returning.


","You need to select a file type to open your pdf files with. 
 
When opening a pdf file, right click on the pdf file and select �open with� and select Google Chrome. 
 
If this works better for you then you can set the preference to Google Chrome for all pdf files.
 
To do this right click on the pdf.  Go to �Properties�



Click �Change� under Opens with



And select �Google Chrome� to have the pdf open properly.
 
Note all your pdf files will now look like a Chrome icon after doing this. 

   instead of "
,Thin Client - Wyse terminal - Text display is too small,"Right click on the Desktop � click Personalize � Display � select the desired display size � Apply. You will be prompted to Logoff.  Ensure that you have no programs or documents open and then logoff.  When you log back in, the display size will have changed.
"
,Xplor/PerfectMind - Receipts are not being printed,"Set up receipt default printer within PerfectMind by following the instructions below:

�       Go to Manage Documents and select Configure Default Printers
        
               

      
        If the staff member does not have access to Manage Documents, they will need to have someone who does have access to set the default printer.  Log a ticket with the IT Service Desk.

         If you have access to Manage Documents, select �Add a default printer�

         

         Select the appropriate items from the drop-down lists to configure your receipt printer as seen below:

                 "
,Avaya one-X Agent - Will not connect,"Check to see if MS Defender is installed (follow article #11395)
Click on Start > Windows Administrative Tools.
Right click on Windows Defender Antivirus with Advanced Security, click More, select Run as Administrator
Enter your administrative credentials to launch the program
On the Left Hand side, select �Inbound Rules�

Locate the two rules for Spark Endpoint Emulator that have the action Block

Highlight the two rules as above, and select Delete

Have the user attempt to relaunch Avaya and test functionality"
,Outlook crashes when viewing a meeting invite,"Go to File, Options, Add-ins, go to Manage Com Add-ins at bottom of screen and select go.



Disable �Microsoft Exchange Add-In� and close & reopen Outlook.



Please note that this �Rooms� button is NOT functional with this setting.

"
,Teams Mobile App - Shifts Data Staff not receiving Shifts notifications in a timely fashion or are unable to view updates to schedules etc.,"1) Open Teams on your Phone / Tablet
2) Open the menu by tapping the 3 lines on the top left
3) Tap on Settings
4) Tap Shifts
5) Scroll to the bottom and tap Clear Shifts App Data
6) Access Shifts as normal.  The issues should be resolved"
,Sharepoint Error - Upload Failed or Unable to Save - The minor version limit for this file has been exceeded,"SharePoint will allow a user to save a maximum of 511 minor versions.  To resolve this, you will need to Publish a Major Version.

Right click on the ellipsis (3 dots beside the document) > select Advanced > ensure the document is checked in > select Publish a Major Version


Once a major version is published, delete all minor versions by clicking on 'Delete Minor Versions'
"
,Sharepoint - Upload Failed Keep My Version or Keep Server Version When editing documents in SharePoint the following error may appear when you try to save a document.  This is more frequent with Excel but could apply to Word as well.,"
Try deleting the Office Document Cache files in Upload center.

To do this, click on Start menu > Search >  Office 2016 Upload center > click Settings > Delete cached files, click OK.





Also, within the document (Word or Excel), click File> Account, under User Information click Sign out, then Sign in again using Work account.  Check if the Office application works as expected."
,Avaya WFO - Error,"Check in A.D Group first to ensure user is a member of App_IETab group. If not, then assign ticket to Network Services Team � to assign proper permission.

Once you have confirmed the user is part of the IETAB group, then follow the attached document as outlined."
,The Employee ID is not in the system yet,Time entry will need to be added manually to PeopleSoft using the web interface by the Time Entry Operator once the employee number is active.
,Teams shifts payroll upload error - Data being added conflicts with existing data,PeopleSoft will need to be checked using the web interface to confirm whether or not this entry already exists.� If it doesn�t it will need to be manually entered into PeopleSoft Time Entry using the web interface.
,Excel - Error - The workbook is currently open by 256 users,"Right click on ellipsis � and download file.&nbsp; Navigate to downloaded files, right click &gt; open with IZArc &gt; navigate to \xl\revisions container &gt; locate the file 'userNames.xml' file and remove it &gt; close IZArc &gt; refresh &gt; upload file to team site.&nbsp; Note: check out the previous file before uploading the new file"
,"Sharepoint Error - Sorry, something went wrong","Walk the client through setting up their OneDrive for Business (see below).

Setting up the OneDrive for Business Client for the first time

1.     Go to Start and search OneDrive for Business then run the application.

2.     A setup window will appear that should already have a URL pointing to OneDrive for Business online. Click Sync Now.

3.     A new OneDrive for Business folder will be created at the path listed on the window (usually C:\Users\username). Click Show My Files to view the new folder."
,Excel - SPAT drill-down error Compile error: Can�t find project or libraryCompile error in hidden module:DataEntryForm,"Click the �RUN� tool and click the �RESET� button.

Click �TOOLS� and click �References� � Re-link the references depending on the module that is broken.  

Save the file and have the user try again. 

cid:image001.png@01D20AA3.25D8FC10"
,OneNote - Sync Error,"In OneNote, click File > Share

Select OneDrive - City of Brampton

OneNote will upload the notebook to OneDrive and set up direct sync.



When the notebook has been successfully moved, the following message will appear:

After the notebook has been moved, the local notebook in the previous location is no longer connected or synchronized and should be deleted. You may use the OneDrive client application to move and synchronize other files, and OneNote will handle the syncing of notebooks within OneDrive automatically.
"
,Excel Error - File is locked for editing by another user,"Ask the user to check the file back in so you may edit it or wait for a notification when the file is available (ensure this feature is checked off and click OK).

The workaround for multiple people using excel at the same time is called Co-authoring.  Please refer to Co-authoring in Excel Knowledge base article. "
,"Xplor/PerfectMind - Error when Setting Up Default Printer If you receive an error message ""unable to detect the client service"" when attempting to install the default printer, make sure the Payment Terminal Service is installed on your computer.

","     The computer is missing the Payment Terminal Service, or it is not started.

      Perform the following steps:

Go to the Software Centre and install the Payment Terminal Service bundle.  You will be prompted to restart the computer.  Click Restart.  Once your computer is finished rebooting you may go back to the Make a sale and select your station and initialize your pinpad again. 
 
If you continue to have issues after installing the Payment Terminal service and rebooting, please check and see if the �PerfectMind payment Terminal Service� service is running.  Start the service if it is not running.



If the issue is still not resolved, or a different error message is received when initializing a pinpad, assign a ticket to the Business Systems - Revenue Systems team."
,Excel - Compatibility Report - Error,"Save the file in the current Excel version

Click on File > Info > Compatibility Mode> Convert button.

To work in the current file format, click Yes to close and
reopen the workbook."
,"Xplor/PerfectMind - Error Message on Login Asking to Specify a Password PerfectMind works on SSO (Single Sign On) and validates the username you have entered with our Active Directory. You will get this message if you have entered an invalid user name.

",� � ���Validate that the username is entered correctly � it should be their COB email address
,Ricoh Printer - 'Card Not Recognized',This is a new card and the user will have to login with their username and password. Please make sure the user�presses OK after typing�this information.
,Excel Error - File is locked for editing by you,"Make sure the file is closed on all your devices. If the error still occurs, wait a few minutes for the server to release the lock on the file. (Sometimes the server thinks you have the file open, and just needs to catch up with what�s really going on.)
 
If this does not resolve the issue you may need to clear the Cached Files in the Office Upload Centre.

From the start menu type �Office Upload Center� from the Upload Center select Settings.  Under Cached Settings, click Delete cached files, when prompted click Delete cached information.  

The workaround for multiple people using excel at the same time is called Co-authoring.  Please refer to Co-authoring in Excel Knowledge base article. "
,eScribe error - Unable to open Reports word documents within eScribe - Error Office has blocked this content,"Office Version: Microsoft 365 MSO (Version 2111 Build 16.0.14701.20240) 32-bit
> Click on Word Options - Trust Center within the error pop up
> Open Trust Center Settings
> Select Form-based Sign-in
> Select  'Ask me what to do for each host'
"
,"Xplor/PerfectMind - Error Message when Initializing the PinPad

There are several reasons a pinpad will not initialize. 

One reason would be that the Payment Terminal service is not running on that machine.

You will receive an error message to check that your local pinpad service is running.

Currently the Payment terminal service needs to be installed by each user at each terminal that they are working at.
","The computer is missing the Payment Terminal Service, or it is not started.

Perform the following steps:

Go to the Software Centre and install the Payment Terminal Service bundle.  You will be prompted to restart the PC.  Click Restart.  Once the computer has rebooted, you may go back to the Make a Sale and select your station and initialize your pinpad again. 
 
If you continue to have issues after installing the Payment Terminal Service and rebooting, please check and see if the �PerfectMind payment Terminal Service� service is running.  Start the service if it is not running.




If the issue is still not resolved, or a different error message is received when initializing a pinpad, assign a ticket to the Business Systems - Revenue Systems team."
,Sharepoint Error - No personal site exists for the current user,"Walk the client through setting up their OneDrive for Business (see below).  Once their OneDrive for Business has been set up this error will disappear.

Setting up the OneDrive for Business Client for the first time

1.     Go to Start and search OneDrive for Business then run the application.

2.     A setup window will appear that should already have a URL pointing to OneDrive for Business online. Click Sync Now.

3.     A new OneDrive for Business folder will be created at the path listed on the window (usually C:\Users\username). Click Show My Files to view the new folder."
,TLMS - Invalid Login,"This error occurs if the Employee status in Peoplesoft is inactive

OR

LAN login does not match the email address

Assign ticket to Finance & HR team to correct login"
,Recreation Payroll Upload Error - Macros Disabled,"1) Open MS Excel

2) Click File

3) Click Settings

4) Click Trust Center

5) Click Macro Settings

6) Click Enable VBA Macros (not recommended)

7) Click Okay

8) Exit Excel completely and restart Excel"
,Ricoh Printer - 'Get Account Failed' error,"This card belonged to a user who is no longer at the City of Brampton. You will need to get the name of the previous card holder from the manager or team lead

In the Equitrac Office Manager / System Manager:

Remove the Primary Pin from the previous user and add it to the new one. If this information cannot be found, then a new card will need to be issued by the Security team.

OR

The user has just been hired and their account has not been moved over to Equitrac. Please allow 24 hours for this to update."
